@date, @total, @subject_female, @subject_male, @subject_middle, @subject_female_percent, @subject_male_percent, @subject_middle_percent
3/1994,778,33,644,23,0.0472,0.9200,0.0329
4/1994,740,27,619,13,0.0410,0.9394,0.0198
5/1994,724,31,616,17,0.0467,0.9278,0.0257
6/1994,834,32,698,22,0.0426,0.9282,0.0293
7/1994,739,45,598,16,0.0683,0.9075,0.0243
8/1994,719,32,580,24,0.0504,0.9120,0.0378
9/1994,794,37,656,19,0.0520,0.9214,0.0267
10/1994,764,36,633,16,0.0526,0.9241,0.0234
11/1994,714,44,568,18,0.0699,0.9016,0.0286
12/1994,719,24,612,9,0.0373,0.9489,0.0140
1/1995,797,35,648,22,0.0497,0.9192,0.0313
2/1995,694,36,578,15,0.0573,0.9190,0.0239
3/1995,758,34,613,29,0.0503,0.9069,0.0429
4/1995,774,32,648,23,0.0456,0.9218,0.0328
5/1995,703,24,595,26,0.0373,0.9225,0.0404
6/1995,735,37,610,21,0.0554,0.9132,0.0315
7/1995,675,56,525,22,0.0929,0.8707,0.0365
8/1995,731,56,595,19,0.0836,0.8881,0.0284
9/1995,693,29,592,14,0.0457,0.9323,0.0221
10/1995,993,26,855,25,0.0287,0.9438,0.0276
11/1995,800,43,635,18,0.0618,0.9124,0.0259
12/1995,744,15,641,12,0.0225,0.9596,0.0180
1/1996,849,48,691,24,0.0630,0.9057,0.0315
2/1996,812,56,644,23,0.0775,0.8908,0.0319
3/1996,860,63,680,25,0.0821,0.8855,0.0326
4/1996,782,29,661,22,0.0408,0.9284,0.0309
5/1996,825,41,688,26,0.0544,0.9113,0.0345
6/1996,761,52,621,23,0.0748,0.8923,0.0331
7/1996,1069,123,739,62,0.1332,0.7998,0.0671
8/1996,802,58,632,32,0.0804,0.8754,0.0444
9/1996,724,32,617,14,0.0483,0.9307,0.0212
10/1996,921,25,792,21,0.0299,0.9452,0.0251
11/1996,719,40,600,21,0.0606,0.9078,0.0318
12/1996,680,24,588,8,0.0388,0.9484,0.0130
1/1997,748,33,632,30,0.0475,0.9094,0.0432
2/1997,590,37,506,13,0.0666,0.9101,0.0234
3/1997,756,73,605,14,0.1055,0.8743,0.0203
4/1997,652,28,550,18,0.0470,0.9229,0.0303
5/1997,654,23,571,11,0.0381,0.9439,0.0182
6/1997,627,41,514,24,0.0709,0.8878,0.0415
7/1997,594,48,491,11,0.0873,0.8928,0.0200
8/1997,667,46,529,31,0.0760,0.8730,0.0512
9/1997,712,45,589,16,0.0693,0.9062,0.0247
10/1997,869,26,740,29,0.0328,0.9309,0.0365
11/1997,722,41,602,15,0.0624,0.9149,0.0228
12/1997,668,31,576,12,0.0501,0.9306,0.0194
1/1998,741,56,610,28,0.0807,0.8790,0.0404
2/1998,759,95,549,39,0.1391,0.8039,0.0572
3/1998,782,54,652,24,0.0740,0.8932,0.0329
4/1998,646,26,568,11,0.0430,0.9389,0.0182
5/1998,645,28,539,17,0.0480,0.9230,0.0292
6/1998,706,46,575,15,0.0724,0.9041,0.0236
7/1998,702,88,540,16,0.1367,0.8386,0.0249
8/1998,682,52,546,27,0.0832,0.8736,0.0432
9/1998,771,36,655,21,0.0506,0.9200,0.0295
10/1998,871,33,750,20,0.0411,0.9340,0.0250
11/1998,751,54,615,13,0.0792,0.9018,0.0191
12/1998,632,18,549,9,0.0313,0.9532,0.0157
1/1999,775,35,664,19,0.0488,0.9248,0.0265
2/1999,630,36,540,16,0.0609,0.9122,0.0271
3/1999,744,56,609,16,0.0823,0.8943,0.0235
4/1999,663,33,564,13,0.0541,0.9246,0.0214
5/1999,652,33,544,20,0.0553,0.9113,0.0336
6/1999,707,67,568,23,0.1019,0.8633,0.0350
7/1999,605,75,451,23,0.1367,0.8215,0.0419
8/1999,672,55,532,26,0.0898,0.8679,0.0425
9/1999,642,51,526,16,0.0861,0.8871,0.0270
10/1999,915,27,816,9,0.0317,0.9578,0.0106
11/1999,658,43,554,19,0.0699,0.8994,0.0309
12/1999,594,25,508,12,0.0459,0.9322,0.0221
1/2000,753,29,644,24,0.0417,0.9240,0.0345
2/2000,675,36,586,11,0.0569,0.9258,0.0174
3/2000,723,44,614,16,0.0653,0.9110,0.0238
4/2000,693,40,590,16,0.0620,0.9134,0.0248
5/2000,732,26,643,18,0.0379,0.9360,0.0263
6/2000,717,46,579,28,0.0705,0.8867,0.0429
7/2000,697,66,560,17,0.1027,0.8710,0.0265
8/2000,641,76,501,19,0.1276,0.8407,0.0319
9/2000,922,105,673,60,0.1253,0.8032,0.0716
10/2000,934,28,812,22,0.0325,0.9420,0.0256
11/2000,685,42,588,14,0.0653,0.9131,0.0218
12/2000,657,22,581,9,0.0360,0.9494,0.0148
1/2001,773,37,655,20,0.0520,0.9200,0.0281
2/2001,626,46,506,21,0.0803,0.8831,0.0367
3/2001,873,65,695,47,0.0806,0.8613,0.0583
4/2001,708,40,601,19,0.0607,0.9107,0.0288
5/2001,727,40,617,19,0.0592,0.9128,0.0282
6/2001,698,52,569,29,0.0800,0.8754,0.0447
7/2001,690,59,555,20,0.0931,0.8754,0.0316
8/2001,717,77,565,28,0.1150,0.8433,0.0418
9/2001,651,29,541,18,0.0494,0.9201,0.0307
10/2001,852,24,743,29,0.0302,0.9335,0.0365
11/2001,702,32,591,17,0.0500,0.9235,0.0266
12/2001,702,32,596,17,0.0497,0.9241,0.0264
1/2002,792,39,675,24,0.0529,0.9147,0.0326
2/2002,831,92,593,54,0.1245,0.8025,0.0731
3/2002,754,47,613,25,0.0687,0.8949,0.0365
4/2002,660,33,564,20,0.0535,0.9142,0.0325
5/2002,705,33,593,17,0.0514,0.9223,0.0265
6/2002,820,55,661,24,0.0744,0.8933,0.0325
7/2002,679,60,547,32,0.0939,0.8561,0.0501
8/2002,733,62,579,41,0.0910,0.8490,0.0602
9/2002,724,42,604,20,0.0631,0.9070,0.0301
10/2002,797,24,701,20,0.0323,0.9410,0.0269
11/2002,732,42,604,15,0.0636,0.9138,0.0227
12/2002,706,25,616,13,0.0383,0.9419,0.0199
1/2003,722,42,601,30,0.0625,0.8931,0.0446
2/2003,636,46,523,17,0.0785,0.8925,0.0291
3/2003,783,60,641,24,0.0828,0.8842,0.0332
4/2003,643,39,535,21,0.0656,0.8992,0.0353
5/2003,712,47,596,16,0.0714,0.9045,0.0243
6/2003,696,67,555,30,0.1028,0.8513,0.0461
7/2003,680,63,535,24,0.1013,0.8602,0.0386
8/2003,655,48,551,26,0.0768,0.8816,0.0416
9/2003,627,46,497,18,0.0820,0.8860,0.0321
10/2003,823,32,714,15,0.0421,0.9383,0.0198
11/2003,654,17,562,18,0.0285,0.9414,0.0302
12/2003,625,10,552,4,0.0177,0.9753,0.0071
1/2004,691,34,596,14,0.0528,0.9255,0.0218
2/2004,677,33,566,18,0.0535,0.9174,0.0292
3/2004,765,47,601,18,0.0706,0.9025,0.0271
4/2004,640,37,532,21,0.0628,0.9017,0.0356
5/2004,628,45,502,18,0.0797,0.8885,0.0319
6/2004,624,49,482,35,0.0866,0.8516,0.0619
7/2004,606,63,473,24,0.1125,0.8447,0.0429
8/2004,795,107,557,54,0.1491,0.7758,0.0753
9/2004,581,35,476,17,0.0663,0.9016,0.0322
10/2004,739,18,623,19,0.0273,0.9440,0.0288
11/2004,609,25,517,12,0.0452,0.9333,0.0217
12/2004,590,19,504,12,0.0356,0.9421,0.0225
1/2005,587,33,492,13,0.0614,0.9145,0.0242
2/2005,598,20,494,17,0.0377,0.9304,0.0321
3/2005,705,43,558,26,0.0686,0.8900,0.0415
4/2005,620,32,517,17,0.0566,0.9135,0.0301
5/2005,605,38,500,17,0.0685,0.9010,0.0307
6/2005,593,47,490,14,0.0853,0.8893,0.0255
7/2005,574,28,494,18,0.0519,0.9149,0.0334
8/2005,604,31,517,15,0.0551,0.9183,0.0267
9/2005,584,36,490,13,0.0668,0.9091,0.0242
10/2005,610,24,538,8,0.0422,0.9439,0.0141
11/2005,575,18,501,9,0.0341,0.9489,0.0171
12/2005,569,33,473,15,0.0634,0.9079,0.0288
1/2006,634,42,520,23,0.0718,0.8889,0.0394
2/2006,703,78,510,41,0.1241,0.8109,0.0652
3/2006,671,33,571,12,0.0536,0.9270,0.0195
4/2006,594,30,496,19,0.0551,0.9101,0.0349
5/2006,599,21,518,11,0.0382,0.9419,0.0200
6/2006,679,22,556,21,0.0368,0.9283,0.0351
7/2006,628,42,518,14,0.0732,0.9025,0.0244
8/2006,589,33,485,20,0.0614,0.9015,0.0372
9/2006,590,33,493,7,0.0620,0.9250,0.0132
10/2006,730,18,658,12,0.0262,0.9564,0.0175
11/2006,634,20,551,11,0.0344,0.9468,0.0190
12/2006,597,13,536,9,0.0233,0.9606,0.0162
1/2007,629,35,509,19,0.0622,0.9041,0.0338
2/2007,550,24,474,10,0.0473,0.9331,0.0197
3/2007,749,42,630,16,0.0611,0.9157,0.0233
4/2007,648,28,561,11,0.0467,0.9350,0.0184
5/2007,596,29,508,15,0.0526,0.9203,0.0272
6/2007,376,26,310,16,0.0739,0.8807,0.0455
