@date, @total, @subject_female, @subject_male, @subject_middle, @subject_female_percent, @subject_male_percent, @subject_middle_percent
6/2001,649,43,276,19,0.1273,0.8166,0.0563
7/2001,724,46,281,17,0.1338,0.8169,0.0495
8/2001,692,42,273,20,0.1254,0.8150,0.0598
9/2001,604,37,224,14,0.1346,0.8146,0.0510
10/2001,611,24,260,17,0.0798,0.8638,0.0565
11/2001,635,31,254,9,0.1055,0.8640,0.0307
12/2001,661,33,262,20,0.1048,0.8318,0.0635
1/2002,702,41,285,19,0.1189,0.8261,0.0551
2/2002,610,43,248,27,0.1353,0.7799,0.0850
3/2002,689,50,266,21,0.1484,0.7894,0.0624
4/2002,659,42,265,22,0.1277,0.8055,0.0669
5/2002,664,40,268,14,0.1243,0.8323,0.0435
6/2002,687,44,259,14,0.1389,0.8171,0.0442
7/2002,679,32,257,18,0.1043,0.8372,0.0587
8/2002,663,57,233,21,0.1833,0.7492,0.0676
9/2002,664,42,266,13,0.1309,0.8287,0.0405
10/2002,697,32,280,22,0.0959,0.8384,0.0659
11/2002,638,43,255,25,0.1332,0.7895,0.0774
12/2002,709,31,299,19,0.0889,0.8568,0.0545
1/2003,692,40,288,15,0.1167,0.8397,0.0438
2/2003,622,38,256,17,0.1222,0.8232,0.0547
3/2003,671,39,294,8,0.1144,0.8622,0.0235
4/2003,659,41,260,8,0.1327,0.8415,0.0259
5/2003,692,46,274,24,0.1338,0.7966,0.0698
6/2003,702,52,268,23,0.1517,0.7814,0.0671
7/2003,679,41,268,23,0.1235,0.8073,0.0693
8/2003,688,42,259,16,0.1325,0.8171,0.0505
9/2003,642,44,250,20,0.1402,0.7962,0.0637
10/2003,662,49,265,18,0.1476,0.7982,0.0543
11/2003,684,61,261,29,0.1738,0.7436,0.0827
12/2003,639,36,246,18,0.1200,0.8200,0.0600
1/2004,632,32,261,15,0.1039,0.8475,0.0488
2/2004,667,41,288,19,0.1179,0.8276,0.0546
3/2004,638,42,282,13,0.1247,0.8368,0.0386
4/2004,605,35,252,22,0.1133,0.8156,0.0712
5/2004,636,40,266,23,0.1216,0.8086,0.0700
6/2004,652,55,265,21,0.1613,0.7772,0.0616
7/2004,667,36,286,22,0.1047,0.8314,0.0640
8/2004,706,39,285,20,0.1134,0.8285,0.0582
9/2004,629,32,278,23,0.0961,0.8349,0.0691
10/2004,659,38,300,28,0.1039,0.8197,0.0766
11/2004,605,42,263,21,0.1289,0.8068,0.0645
12/2004,623,32,249,19,0.1067,0.8300,0.0634
1/2005,627,41,265,28,0.1228,0.7935,0.0839
2/2005,582,37,237,14,0.1285,0.8230,0.0487
3/2005,645,52,254,25,0.1571,0.7674,0.0756
4/2005,621,50,257,13,0.1563,0.8032,0.0407
5/2005,661,51,285,29,0.1398,0.7809,0.0795
6/2005,587,60,243,20,0.1858,0.7524,0.0620
7/2005,636,43,245,31,0.1348,0.7681,0.0972
8/2005,661,54,246,22,0.1678,0.7640,0.0684
9/2005,574,38,255,32,0.1170,0.7847,0.0985
10/2005,643,62,274,23,0.1728,0.7633,0.0641
11/2005,619,53,247,19,0.1662,0.7743,0.0596
12/2005,586,36,245,28,0.1166,0.7929,0.0907
1/2006,641,44,311,25,0.1158,0.8185,0.0658
2/2006,575,45,238,27,0.1452,0.7678,0.0871
3/2006,591,47,256,25,0.1433,0.7805,0.0763
4/2006,654,53,263,22,0.1569,0.7782,0.0651
5/2006,641,59,277,20,0.1658,0.7781,0.0562
6/2006,643,50,263,33,0.1446,0.7602,0.0954
7/2006,712,72,281,29,0.1885,0.7357,0.0760
8/2006,658,50,294,33,0.1327,0.7799,0.0876
9/2006,623,52,299,25,0.1383,0.7953,0.0665
10/2006,705,61,300,38,0.1529,0.7519,0.0953
11/2006,597,65,266,30,0.1801,0.7369,0.0832
12/2006,709,60,304,26,0.1539,0.7795,0.0667
1/2007,631,47,310,28,0.1221,0.8052,0.0728
2/2007,608,67,267,29,0.1846,0.7356,0.0799
3/2007,643,54,310,21,0.1403,0.8052,0.0546
4/2007,671,52,316,37,0.1284,0.7803,0.0914
5/2007,652,69,282,21,0.1855,0.7581,0.0565
6/2007,420,29,186,19,0.1240,0.7949,0.0812
